layer_centroid,late_share,early_share,hops_strong,dist_strong,min_hops,slug,category,density,degree_gini,modularity,error_share,mean_degree,n_nodes,n_edges,n_communities,n_tokens,nodes_per_token,edges_per_token
11.642923856297955,0.36282563748193525,0.44313576702314134,1,1.3290732023612415,1,agpoc-a00-hj328,A,0.046064234778675155,0.474265679782901,0.44228926364759497,0.08003679852805888,100.05151793928243,1087.0,54378.0,6.0,6,181.16666666666666,9063.0
11.540046655370649,0.35539718010218674,0.4561744940020752,1,1.3438161564328834,1,agpoc-a01-hj328,A,0.04392409524800897,0.48250803218305577,0.4616940972540234,0.08404966571155682,91.88920725883477,1047.0,48104.0,6.0,6,174.5,8017.333333333333
12.0792255827426,0.3844973124638809,0.42468583472226645,1,1.3238527693023312,1,agpoc-a02-hj328,A,0.048078969441279935,0.4717659791110864,0.43435473127467006,0.08128544423440454,101.63894139886578,1058.0,53767.0,6.0,6,176.33333333333334,8961.166666666666
11.663089772708057,0.3534699415622291,0.4459902685424738,1,1.3570290039934556,1,agpoc-a03-hj328,A,0.04601748269848325,0.47044718848549627,0.44646142584720216,0.0821529745042493,97.37299338999055,1059.0,51559.0,6.0,6,176.5,8593.166666666666
11.91211060867483,0.37417024427591156,0.4337552677894356,1,1.290743315568077,1,agpoc-a04-hj328,A,0.04677761022547752,0.4758319392450816,0.4477779030949045,0.08143939393939394,98.70075757575758,1056.0,52114.0,6.0,6,176.0,8685.666666666666
11.820454896327961,0.3678851242390489,0.43665358984875313,1,1.577065235176794,1,agpoc-a05-hj328,A,0.04785135742562057,0.4715857024142107,0.43644265142262056,0.07914338919925512,102.68901303538175,1074.0,55144.0,6.0,6,179.0,9190.666666666666
11.69590469400229,0.36025564553435724,0.44942550772782136,1,1.277419920729747,1,agpoc-a06-hj328,A,0.045507921732134526,0.4782865975054689,0.4527485697813714,0.08477842003853564,94.38342967244701,1038.0,48985.0,5.0,6,173.0,8164.166666666667
11.487093817739831,0.3486155104674551,0.461120383288861,1,1.8577241985804032,1,agpoc-a07-hj328,A,0.041403685269511804,0.4813487928587504,0.4529517262373679,0.08262910798122065,88.10704225352113,1065.0,46917.0,6.0,6,177.5,7819.5
11.32543550853159,0.3349154893287205,0.4666355806648756,1,1.7738425576854946,1,agpoc-a08-hj328,A,0.0398821322384256,0.49056763418609534,0.46915286554315516,0.08622398414271557,80.40237859266601,1009.0,40563.0,5.0,6,168.16666666666666,6760.5
11.181529215161293,0.3273651911420254,0.4734835726861817,1,2.1430524758579317,1,agpoc-a09-hj328,A,0.039818432881863854,0.4888933553630739,0.45834498931149736,0.08803165182987141,80.43323442136499,1011.0,40659.0,5.0,6,168.5,6776.5
11.224556765921172,0.3525630049557869,0.49237939144678805,1,1.7067095276448423,1,agpoc-b10-hj328,B,0.039344091018247936,0.4789775428536537,0.4317204407590736,0.07590467784642542,89.07502206531333,1133.0,50461.0,6.0,6,188.83333333333334,8410.166666666666
9.931075559332895,0.2687474245574727,0.5466092090581197,1,2.0886894941511693,1,agpoc-b11-hj328,B,0.03389094601826462,0.5085827422010463,0.44574574029256364,0.07809847198641766,79.77928692699491,1178.0,46990.0,6.0,7,168.28571428571428,6712.857142857143
11.625943797226453,0.37858623284092663,0.48437104359773836,1,2.371031365463941,1,agpoc-b12-hj328,B,0.036192707039398704,0.4909181093209174,0.4567516878053002,0.07455429497568881,89.25121555915722,1234.0,55068.0,6.0,7,176.28571428571428,7866.857142857143
10.715057785400804,0.3091173643085005,0.4767938895503726,1,1.795027218399724,1,agpoc-b13-hj328,B,0.03539504107435779,0.513251352647227,0.48840083151463076,0.09476534296028881,78.36462093862816,1108.0,43414.0,5.0,8,138.5,5426.75
11.44603473131547,0.3324266653511051,0.4608503140335635,1,2.1862433405066244,1,agpoc-b14-hj328,B,0.03851423567133891,0.49434637592437036,0.4676283884463599,0.08128834355828221,100.3680981595092,1304.0,65440.0,6.0,8,163.0,8180.0
